Age,Accuracy_Audio,Accuracy_Comprehension,Accuracy_Image,Time_Audio,Time_Comprehension,Time_Image,Learning_Type
13,85,25,66,179,162,273,Auditory Learner
15,78,3,14,151,287,327,Auditory Learner
10,10,89,9,242,192,68,Comprehensive Learner
14,53,27,85,169,270,145,Visual Learner
11,97,1,60,188,168,135,Auditory Learner
12,23,65,22,56,252,160,Comprehensive Learner
13,69,15,10,191,416,143,Auditory Learner
9,16,56,15,147,580,216,Comprehensive Learner
11,27,22,48,104,485,180,Visual Learner
15,49,22,79,122,133,384,Visual Learner
14,94,76,13,63,155,337,Auditory Learner
12,99,20,5,144,188,305,Auditory Learner
13,54,24,41,142,402,193,Auditory Learner
12,72,57,16,89,430,321,Auditory Learner
15,9,36,94,266,460,252,Visual Learner
12,20,48,41,155,281,115,Comprehensive Learner
13,57,76,9,74,571,78,Comprehensive Learner
15,33,14,45,258,564,210,Visual Learner
11,94,27,83,226,394,91,Auditory Learner
16,92,66,48,241,433,287,Auditory Learner
9,42,86,8,100,545,162,Comprehensive Learner
16,10,3,78,264,66,353,Visual Learner
12,32,46,38,196,448,256,Comprehensive Learner
12,57,49,1,224,495,371,Auditory Learner
9,45,59,67,202,175,139,Visual Learner
12,60,61,51,224,162,313,Comprehensive Learner
10,61,66,87,92,62,337,Visual Learner
11,0,71,81,99,139,251,Visual Learner
12,20,42,10,252,455,41,Comprehensive Learner
14,61,88,36,108,448,328,Comprehensive Learner
13,63,57,89,65,319,213,Visual Learner
13,86,51,71,224,371,248,Auditory Learner
10,72,75,21,246,395,98,Comprehensive Learner
11,55,68,51,178,269,139,Comprehensive Learner
16,0,96,4,230,570,224,Comprehensive Learner
11,20,45,1,183,507,230,Comprehensive Learner
16,21,24,4,51,104,368,Comprehensive Learner
12,53,24,98,244,463,198,Visual Learner
13,3,34,31,151,368,206,Comprehensive Learner
15,64,60,18,295,286,124,Auditory Learner
15,50,14,3,290,408,61,Auditory Learner
12,73,89,86,84,172,312,Comprehensive Learner
12,62,73,45,289,89,170,Comprehensive Learner
12,14,87,82,259,335,327,Comprehensive Learner
13,35,34,25,155,421,328,Auditory Learner
14,28,28,49,288,146,231,Visual Learner
13,51,37,25,79,495,305,Auditory Learner
14,45,68,70,253,81,300,Visual Learner
16,68,23,31,175,444,363,Auditory Learner
13,28,18,96,74,80,282,Visual Learner
13,46,45,43,291,550,205,Auditory Learner
9,90,48,25,263,526,141,Auditory Learner
8,24,43,60,82,515,208,Visual Learner
13,79,72,87,264,280,251,Visual Learner
12,15,25,50,225,557,112,Visual Learner
11,99,24,58,33,218,228,Auditory Learner
13,88,34,86,89,202,347,Auditory Learner
12,40,35,37,202,104,47,Auditory Learner
15,64,13,25,101,510,137,Auditory Learner
13,68,55,44,104,295,325,Auditory Learner
11,19,5,30,51,284,113,Visual Learner
14,68,31,69,238,467,117,Visual Learner
12,35,25,44,80,353,201,Visual Learner
14,92,14,30,174,339,226,Auditory Learner
12,97,48,60,73,476,223,Auditory Learner
11,57,94,47,136,206,253,Comprehensive Learner
13,47,55,44,179,530,218,Comprehensive Learner
13,81,36,59,123,108,98,Auditory Learner
13,1,52,60,293,76,357,Visual Learner
12,79,57,51,139,208,68,Auditory Learner
9,28,100,51,47,271,132,Comprehensive Learner
12,96,82,75,267,122,101,Auditory Learner
14,15,77,80,268,595,174,Visual Learner
12,34,35,61,241,546,173,Visual Learner
12,61,100,25,260,539,357,Comprehensive Learner
14,80,10,66,110,103,268,Auditory Learner
11,3,26,78,284,515,107,Visual Learner
9,67,1,48,261,570,292,Auditory Learner
12,50,21,87,238,414,56,Visual Learner
12,88,65,93,50,71,191,Visual Learner
11,32,83,43,267,415,287,Comprehensive Learner
12,77,16,35,290,196,352,Auditory Learner
13,23,3,52,179,533,196,Visual Learner
12,74,13,43,181,112,127,Auditory Learner
13,24,6,90,90,172,357,Visual Learner
16,27,78,21,165,537,137,Comprehensive Learner
12,6,93,1,41,394,117,Comprehensive Learner
13,35,15,6,43,476,66,Auditory Learner
11,9,65,15,59,126,335,Comprehensive Learner
11,35,18,87,249,379,52,Visual Learner
11,94,0,93,267,313,192,Auditory Learner
12,82,30,43,56,460,83,Auditory Learner
13,17,3,64,286,359,134,Visual Learner
17,5,90,90,171,64,86,Solitary Learner
11,91,57,72,279,505,123,Auditory Learner
12,6,55,70,103,294,193,Visual Learner
12,11,52,68,228,506,335,Visual Learner
13,40,88,60,43,98,366,Comprehensive Learner
13,62,85,29,129,259,145,Comprehensive Learner
15,97,42,41,120,80,134,Auditory Learner
8,24,73,90,220,133,248,Visual Learner
8,80,96,73,135,208,210,Comprehensive Learner
12,52,48,24,36,343,318,Auditory Learner
15,32,59,81,110,145,342,Visual Learner
9,86,93,70,282,161,339,Comprehensive Learner
8,72,93,56,169,590,377,Comprehensive Learner
14,5,15,94,36,122,209,Visual Learner
13,61,72,31,181,467,307,Comprehensive Learner
10,65,80,49,155,232,389,Comprehensive Learner
11,8,98,74,103,580,203,Comprehensive Learner
11,66,59,9,74,580,118,Auditory Learner
13,15,46,21,46,592,255,Comprehensive Learner
11,88,14,94,262,83,120,Visual Learner
13,87,62,40,193,154,159,Auditory Learner
8,92,27,46,92,355,140,Auditory Learner
11,54,19,13,122,239,322,Auditory Learner
10,39,96,2,121,190,187,Comprehensive Learner
12,25,62,87,71,592,57,Visual Learner
11,37,32,77,270,67,359,Visual Learner
14,34,35,52,284,260,292,Visual Learner
9,86,12,15,100,444,304,Auditory Learner
13,67,61,60,245,585,241,Auditory Learner
14,58,67,27,85,465,157,Comprehensive Learner
16,13,22,34,108,432,162,Visual Learner
12,46,71,1,150,223,64,Comprehensive Learner
13,70,12,60,231,582,98,Auditory Learner
9,71,87,55,286,413,313,Comprehensive Learner
8,41,39,97,159,468,86,Visual Learner
14,50,29,54,71,570,374,Visual Learner
12,18,93,17,103,271,61,Comprehensive Learner
15,65,24,70,263,404,383,Visual Learner
10,46,96,48,38,70,360,Comprehensive Learner
14,64,72,41,60,395,178,Comprehensive Learner
16,41,25,6,125,399,146,Auditory Learner
13,37,23,3,287,317,385,Auditory Learner
13,12,96,42,258,113,237,Comprehensive Learner
13,43,38,79,274,355,255,Visual Learner
9,23,88,58,227,276,333,Comprehensive Learner
15,95,78,48,261,447,88,Auditory Learner
11,29,60,59,80,166,144,Comprehensive Learner
14,69,48,5,246,532,184,Auditory Learner
9,37,40,19,203,67,96,Comprehensive Learner
10,96,69,30,104,227,53,Auditory Learner
15,22,19,82,128,390,378,Visual Learner
12,73,43,21,30,96,47,Auditory Learner
15,56,15,84,153,290,223,Visual Learner
12,78,20,81,146,242,62,Visual Learner
9,22,14,31,224,351,83,Visual Learner
14,35,38,46,262,581,105,Visual Learner
11,56,41,33,158,129,298,Auditory Learner
14,0,60,26,92,296,108,Comprehensive Learner
13,71,3,43,265,523,121,Auditory Learner
9,2,23,29,259,177,40,Visual Learner
13,13,2,32,219,250,316,Visual Learner
17,80,0,26,218,565,122,Auditory Learner
13,33,93,55,197,563,351,Comprehensive Learner
12,69,12,22,124,460,141,Auditory Learner
15,68,53,42,186,376,265,Auditory Learner
13,50,81,82,168,281,326,Visual Learner
13,28,39,53,220,248,180,Visual Learner
10,98,10,94,85,351,53,Auditory Learner
13,81,41,67,36,282,371,Auditory Learner
15,47,92,52,80,476,308,Comprehensive Learner
11,93,3,82,68,466,383,Auditory Learner
15,78,24,39,101,97,390,Auditory Learner
12,78,99,59,285,512,181,Comprehensive Learner
11,15,35,85,120,266,133,Visual Learner
14,56,63,8,178,459,139,Comprehensive Learner
12,96,43,94,59,246,109,Auditory Learner
14,9,39,9,152,419,165,Comprehensive Learner
12,18,91,9,266,65,227,Comprehensive Learner
12,100,44,29,154,192,109,Auditory Learner
13,66,7,9,163,532,351,Auditory Learner
13,35,84,57,35,572,383,Comprehensive Learner
9,3,34,35,226,142,308,Visual Learner
10,74,43,81,219,436,174,Visual Learner
14,32,17,43,265,394,148,Visual Learner
12,27,46,56,108,161,188,Visual Learner
11,95,24,42,64,347,141,Auditory Learner
10,79,40,82,101,90,397,Visual Learner
10,8,4,22,72,373,181,Visual Learner
8,74,63,3,162,213,298,Auditory Learner
12,5,61,11,135,212,358,Comprehensive Learner
11,48,71,48,188,291,210,Comprehensive Learner
11,90,86,23,37,180,266,Auditory Learner
12,75,2,12,291,244,51,Auditory Learner
13,21,36,67,109,515,94,Visual Learner
17,47,94,90,73,447,285,Comprehensive Learner
9,100,92,71,206,285,130,Auditory Learner
15,20,40,89,93,254,364,Visual Learner
14,32,19,33,142,85,350,Visual Learner
11,80,66,8,237,253,226,Auditory Learner
13,55,86,9,255,78,370,Comprehensive Learner
12,28,39,64,32,596,355,Visual Learner
13,52,84,71,62,323,228,Comprehensive Learner
16,39,76,73,243,574,337,Comprehensive Learner
14,73,7,53,59,530,211,Auditory Learner
14,17,4,42,54,298,108,Visual Learner
12,46,24,58,57,348,317,Visual Learner
10,12,38,88,126,427,360,Visual Learner
12,26,36,94,116,471,123,Visual Learner
15,61,4,58,55,81,127,Auditory Learner
9,73,7,66,149,413,187,Auditory Learner
10,95,3,60,230,479,293,Auditory Learner
13,44,40,37,44,374,342,Auditory Learner
11,2,59,98,283,388,260,Visual Learner
11,21,53,7,140,529,273,Comprehensive Learner
12,26,21,64,37,522,63,Visual Learner
10,54,77,4,157,499,290,Comprehensive Learner
11,66,18,90,215,307,367,Visual Learner
14,32,76,89,43,230,137,Visual Learner
10,1,98,42,259,338,253,Comprehensive Learner
9,74,67,59,120,207,334,Auditory Learner
11,45,32,25,33,202,350,Auditory Learner
14,73,21,10,181,130,264,Auditory Learner
12,32,64,33,248,370,222,Comprehensive Learner
12,57,10,1,105,526,237,Auditory Learner
13,6,15,20,245,100,372,Visual Learner
9,14,67,25,188,415,147,Comprehensive Learner
13,25,92,75,280,203,353,Comprehensive Learner
13,10,43,72,96,338,248,Visual Learner
12,37,87,86,251,530,396,Comprehensive Learner
15,26,8,4,221,117,130,Auditory Learner
10,6,71,8,248,227,383,Comprehensive Learner
15,0,77,49,46,225,214,Comprehensive Learner
13,73,78,9,136,432,181,Comprehensive Learner
12,20,61,57,256,141,170,Comprehensive Learner
12,78,85,9,110,193,166,Comprehensive Learner
12,29,100,77,296,423,288,Comprehensive Learner
15,93,14,35,195,544,303,Auditory Learner
10,7,5,73,263,105,256,Visual Learner
11,87,0,55,191,321,54,Auditory Learner
15,82,19,61,204,528,212,Auditory Learner
11,2,35,36,189,281,268,Visual Learner
14,54,1,40,214,151,212,Auditory Learner
16,14,69,47,203,78,298,Comprehensive Learner
12,35,1,21,267,329,48,Auditory Learner
14,5,2,86,192,474,299,Visual Learner
10,41,6,79,267,306,152,Visual Learner
14,49,83,60,135,361,246,Comprehensive Learner
13,17,63,74,147,75,217,Visual Learner
13,82,40,98,261,562,375,Visual Learner
11,49,53,47,105,454,263,Comprehensive Learner
9,29,40,63,34,243,173,Visual Learner
14,76,4,83,247,500,44,Visual Learner
8,38,88,36,265,309,224,Comprehensive Learner
12,11,81,40,61,435,344,Comprehensive Learner
14,97,62,4,206,517,122,Auditory Learner
13,58,0,99,148,147,261,Visual Learner
16,75,24,76,219,405,243,Visual Learner
15,43,80,51,131,449,108,Comprehensive Learner
11,87,45,16,108,239,206,Auditory Learner
13,3,14,89,168,435,51,Visual Learner
12,35,68,61,255,242,236,Comprehensive Learner
9,47,16,51,295,388,93,Visual Learner
11,13,20,19,253,549,399,Comprehensive Learner
11,80,52,96,89,259,375,Visual Learner
8,48,54,93,293,538,368,Visual Learner
13,66,86,15,77,514,264,Comprehensive Learner
12,86,9,6,110,499,204,Auditory Learner
9,76,80,93,37,558,216,Visual Learner
13,8,56,65,278,215,40,Visual Learner
14,20,64,11,273,518,214,Comprehensive Learner
13,71,36,42,194,242,204,Auditory Learner
12,80,6,39,216,495,176,Auditory Learner
14,15,75,0,278,105,313,Comprehensive Learner
14,15,39,57,156,303,397,Visual Learner
13,27,49,2,117,215,380,Comprehensive Learner
11,50,0,7,74,453,211,Auditory Learner
13,55,19,89,275,308,270,Visual Learner
15,79,30,74,247,314,270,Auditory Learner
11,56,67,60,44,421,154,Comprehensive Learner
17,51,89,84,285,436,237,Comprehensive Learner
11,45,11,4,206,212,358,Auditory Learner
13,77,21,25,244,299,42,Auditory Learner
11,37,0,84,54,519,151,Visual Learner
13,83,0,72,146,211,185,Auditory Learner
9,47,2,16,109,499,315,Auditory Learner
11,40,75,100,204,299,388,Visual Learner
10,97,20,65,261,242,75,Auditory Learner
13,58,12,50,69,369,247,Auditory Learner
14,92,60,46,200,318,43,Auditory Learner
14,66,12,39,146,519,159,Auditory Learner
8,73,81,91,213,490,148,Visual Learner
17,83,32,26,110,559,117,Auditory Learner
13,65,5,39,100,135,56,Auditory Learner
11,26,24,0,169,356,266,Auditory Learner
13,31,22,45,222,421,224,Visual Learner
13,55,87,10,200,242,266,Comprehensive Learner
11,9,100,38,130,118,88,Comprehensive Learner
13,39,25,17,99,465,148,Auditory Learner
11,16,3,90,203,586,220,Visual Learner
12,57,34,46,218,246,49,Auditory Learner
11,96,74,73,244,84,162,Auditory Learner
10,5,99,99,54,358,115,Logical Learner
13,38,24,20,118,251,162,Auditory Learner
14,17,19,27,160,190,176,Visual Learner
14,72,0,0,225,563,129,Auditory Learner
14,71,93,13,254,266,188,Comprehensive Learner
13,88,67,19,178,297,40,Auditory Learner
11,94,22,72,100,251,250,Auditory Learner
14,41,98,44,158,87,45,Comprehensive Learner
10,3,21,60,116,166,185,Visual Learner
11,19,94,26,47,282,140,Comprehensive Learner
11,27,61,55,72,439,239,Comprehensive Learner
15,39,0,51,105,488,364,Visual Learner
14,64,58,67,70,143,271,Visual Learner
13,43,67,36,288,557,146,Comprehensive Learner
15,22,18,81,53,296,251,Visual Learner
11,56,29,30,138,208,145,Auditory Learner
13,46,0,48,56,94,304,Visual Learner
12,12,47,52,155,156,297,Visual Learner
14,15,18,38,199,292,152,Visual Learner
12,89,51,9,76,466,171,Auditory Learner
12,54,84,8,210,584,385,Comprehensive Learner
14,94,21,91,102,548,307,Auditory Learner
14,64,49,91,151,463,250,Visual Learner
11,80,65,12,215,282,122,Auditory Learner
12,15,5,17,111,462,122,Visual Learner
10,36,63,11,59,510,289,Comprehensive Learner
8,51,20,71,150,243,388,Visual Learner
13,9,96,86,135,336,334,Comprehensive Learner
14,37,18,4,159,445,276,Auditory Learner
13,43,90,6,234,552,227,Comprehensive Learner
9,94,36,14,82,354,354,Auditory Learner
12,73,62,66,218,120,111,Auditory Learner
8,53,28,17,244,205,323,Auditory Learner
15,97,59,37,60,585,370,Auditory Learner
10,50,91,25,287,242,293,Comprehensive Learner
15,51,33,37,89,374,80,Auditory Learner
14,69,0,58,107,95,111,Auditory Learner
11,91,47,51,52,115,127,Auditory Learner
10,91,88,32,214,100,283,Auditory Learner
13,58,20,20,64,442,348,Auditory Learner
11,12,33,16,30,228,306,Comprehensive Learner
13,40,25,61,134,230,278,Visual Learner
12,11,35,58,205,515,126,Visual Learner
9,49,98,1,78,550,189,Comprehensive Learner
8,56,22,63,197,353,44,Visual Learner
13,49,80,24,300,323,151,Comprehensive Learner
11,56,46,40,187,306,357,Auditory Learner
11,53,75,18,50,207,198,Comprehensive Learner
14,65,43,37,134,500,86,Auditory Learner
15,7,19,24,150,421,332,Visual Learner
12,62,26,38,221,281,65,Auditory Learner
12,8,60,3,258,167,254,Comprehensive Learner
14,59,36,2,210,274,338,Auditory Learner
10,62,83,33,254,189,100,Comprehensive Learner
13,71,51,9,263,359,364,Auditory Learner
14,2,74,26,295,494,166,Comprehensive Learner
14,72,91,89,247,421,328,Comprehensive Learner
9,12,61,90,240,283,283,Visual Learner
11,8,65,0,128,546,103,Comprehensive Learner
11,94,23,43,138,433,216,Auditory Learner
13,88,79,83,282,167,132,Auditory Learner
13,51,11,51,41,410,162,Social Learner
15,61,15,24,147,482,54,Auditory Learner
12,7,35,73,117,451,315,Visual Learner
12,94,1,64,238,135,61,Auditory Learner
15,44,88,79,159,309,305,Comprehensive Learner
13,52,61,10,212,300,222,Comprehensive Learner
15,62,63,67,112,285,391,Visual Learner
13,94,28,98,283,532,176,Visual Learner
10,80,91,76,34,322,70,Comprehensive Learner
10,56,73,84,53,74,254,Visual Learner
9,53,86,14,150,400,391,Comprehensive Learner
14,18,95,56,124,555,369,Comprehensive Learner
15,66,30,73,253,500,251,Visual Learner
16,45,82,63,268,96,266,Comprehensive Learner
14,93,14,10,256,234,224,Auditory Learner
15,9,54,95,171,495,114,Visual Learner
11,92,32,96,80,352,210,Visual Learner
10,17,80,19,174,360,271,Comprehensive Learner
14,11,51,99,81,398,113,Visual Learner
13,48,99,29,41,82,292,Comprehensive Learner
13,22,19,9,124,409,337,Auditory Learner
13,61,72,53,158,125,113,Comprehensive Learner
13,10,37,57,40,454,268,Visual Learner
15,72,2,78,121,492,238,Visual Learner
15,55,53,28,38,88,251,Auditory Learner
14,87,65,0,152,142,123,Auditory Learner
14,88,17,57,293,535,239,Auditory Learner
14,54,86,20,148,494,184,Comprehensive Learner
12,24,82,14,219,192,256,Comprehensive Learner
14,8,6,66,85,174,276,Visual Learner
10,11,34,32,225,93,297,Comprehensive Learner
15,10,83,37,52,137,268,Comprehensive Learner
10,37,83,18,294,334,337,Comprehensive Learner
13,27,82,3,274,403,145,Comprehensive Learner
11,7,79,75,289,140,230,Comprehensive Learner
14,73,84,88,260,131,178,Visual Learner
12,88,92,97,239,204,291,Visual Learner
9,46,59,80,191,97,251,Visual Learner
13,35,23,57,199,533,166,Visual Learner
11,49,100,69,256,230,288,Comprehensive Learner
14,8,92,11,72,99,112,Comprehensive Learner
13,59,94,78,224,232,212,Comprehensive Learner
13,71,38,16,41,483,196,Auditory Learner
11,66,11,0,91,258,201,Auditory Learner
11,52,93,13,46,281,134,Comprehensive Learner
12,81,52,1,300,509,385,Auditory Learner
14,98,63,3,55,487,275,Auditory Learner
16,16,3,65,74,507,59,Visual Learner
11,99,93,89,174,491,111,Auditory Learner
15,52,4,45,94,381,109,Auditory Learner
8,27,15,49,97,211,239,Visual Learner
10,62,26,59,125,104,222,Auditory Learner
11,14,3,51,89,383,347,Visual Learner
10,18,71,96,286,471,64,Visual Learner
9,85,47,47,48,320,105,Auditory Learner
13,69,7,38,62,278,323,Auditory Learner
12,46,80,69,120,106,384,Comprehensive Learner
13,70,45,59,267,362,315,Auditory Learner
14,47,43,29,53,249,365,Auditory Learner
13,72,66,85,256,395,76,Visual Learner
14,19,90,26,294,279,55,Comprehensive Learner
12,36,51,82,35,178,222,Visual Learner
10,74,33,73,87,141,395,Auditory Learner
15,1,61,54,129,72,295,Comprehensive Learner
11,63,20,69,151,537,232,Visual Learner
11,85,23,25,186,358,373,Auditory Learner
12,35,43,41,230,151,53,Comprehensive Learner
11,4,40,66,254,335,63,Visual Learner
12,63,28,66,296,363,122,Visual Learner
13,6,5,51,180,332,333,Visual Learner
13,69,55,5,286,471,275,Auditory Learner
11,21,13,9,110,95,377,Auditory Learner
12,73,49,37,129,481,304,Auditory Learner
15,45,77,76,134,537,283,Comprehensive Learner
13,39,100,11,281,561,294,Comprehensive Learner
17,60,51,45,162,397,354,Auditory Learner
15,45,87,48,128,469,346,Comprehensive Learner
15,83,76,90,207,522,148,Visual Learner
10,27,0,71,294,572,346,Visual Learner
14,86,11,62,161,140,314,Auditory Learner
12,34,23,68,228,538,357,Visual Learner
11,0,36,99,222,445,294,Visual Learner
13,28,83,42,237,479,284,Comprehensive Learner
14,8,69,93,86,499,305,Visual Learner
14,8,75,59,291,94,170,Comprehensive Learner
11,21,84,100,259,560,184,Visual Learner
14,62,2,28,171,243,382,Auditory Learner
11,65,26,85,92,207,258,Visual Learner
13,79,52,77,147,323,112,Auditory Learner
12,57,99,73,274,548,236,Comprehensive Learner
12,69,16,10,165,341,122,Auditory Learner
14,54,14,34,125,261,388,Auditory Learner
10,12,38,22,254,476,310,Comprehensive Learner
16,96,3,71,37,376,145,Auditory Learner
9,18,16,20,43,287,139,Visual Learner
11,78,10,36,53,127,223,Auditory Learner
13,32,11,27,221,539,371,Auditory Learner
14,73,31,94,270,160,117,Visual Learner
12,64,26,57,54,302,182,Auditory Learner
12,59,43,52,158,149,134,Auditory Learner
13,11,42,27,116,186,339,Comprehensive Learner
12,42,90,41,262,458,42,Comprehensive Learner
15,92,48,90,85,361,86,Auditory Learner
14,16,92,84,219,553,197,Comprehensive Learner
14,67,72,72,57,480,278,Comprehensive Learner
11,28,42,92,58,201,307,Visual Learner
12,54,2,60,201,312,310,Visual Learner
12,6,28,78,67,132,67,Visual Learner
10,43,84,32,295,273,216,Comprehensive Learner
13,76,34,54,56,438,126,Auditory Learner
11,4,47,36,165,358,214,Comprehensive Learner
14,59,73,46,265,438,246,Comprehensive Learner
10,5,86,35,274,551,114,Comprehensive Learner
16,97,38,27,114,363,389,Auditory Learner
11,6,88,9,42,557,285,Comprehensive Learner
13,45,23,22,87,296,307,Auditory Learner
14,56,19,91,288,289,93,Visual Learner
11,53,14,97,129,66,122,Visual Learner
14,91,84,4,133,315,71,Auditory Learner
10,45,75,81,290,230,50,Visual Learner
15,9,17,5,95,347,262,Comprehensive Learner
13,3,59,41,118,293,392,Comprehensive Learner
11,66,86,46,117,552,94,Comprehensive Learner
12,24,92,86,34,270,325,Comprehensive Learner
14,86,40,27,173,426,107,Auditory Learner
11,90,99,12,146,288,351,Comprehensive Learner
11,77,68,24,300,404,128,Auditory Learner
12,60,89,6,234,136,137,Comprehensive Learner
10,37,74,65,104,519,56,Comprehensive Learner
16,31,10,79,109,324,200,Visual Learner
11,22,55,57,47,563,294,Visual Learner
14,36,17,65,246,304,197,Visual Learner
13,2,11,35,131,488,308,Visual Learner
11,98,15,1,161,150,71,Auditory Learner
12,12,26,37,87,504,126,Visual Learner
14,33,99,73,141,292,132,Comprehensive Learner
12,87,16,13,114,513,329,Auditory Learner
15,64,84,26,145,408,122,Comprehensive Learner
15,75,100,14,191,153,307,Comprehensive Learner
14,7,30,84,235,481,43,Visual Learner
12,82,34,11,97,549,128,Auditory Learner
10,8,26,42,277,183,193,Visual Learner
11,27,86,96,86,292,121,Visual Learner
13,77,31,56,194,123,231,Auditory Learner
14,90,16,85,195,222,197,Auditory Learner
8,17,10,47,33,363,292,Visual Learner
12,41,0,60,135,378,328,Visual Learner
13,40,91,81,137,65,295,Comprehensive Learner
12,69,81,43,199,360,198,Comprehensive Learner
15,32,48,51,296,160,351,Visual Learner
13,100,40,61,296,475,101,Auditory Learner
15,88,19,1,83,419,326,Auditory Learner
12,76,70,92,195,190,319,Visual Learner
14,53,36,70,283,445,108,Visual Learner
16,86,15,30,183,79,393,Auditory Learner
15,35,38,81,157,354,304,Visual Learner
10,96,44,72,105,455,47,Auditory Learner
12,84,63,71,250,504,146,Auditory Learner
12,97,46,32,299,351,132,Auditory Learner
13,55,22,4,152,549,266,Auditory Learner
14,99,31,77,54,407,108,Auditory Learner
11,16,48,57,135,324,341,Visual Learner
13,9,80,76,135,103,177,Comprehensive Learner
8,86,18,10,132,134,397,Auditory Learner
15,43,97,83,295,112,369,Comprehensive Learner
11,1,77,22,43,345,178,Comprehensive Learner
13,98,66,44,162,125,155,Auditory Learner
12,13,38,26,51,97,47,Comprehensive Learner
15,40,88,78,104,476,107,Comprehensive Learner
8,1,59,93,273,528,185,Visual Learner
12,18,10,55,285,114,289,Visual Learner
12,79,48,58,175,175,289,Auditory Learner
12,88,14,79,241,338,42,Auditory Learner
16,0,82,39,278,513,167,Comprehensive Learner
11,1,60,17,64,201,159,Comprehensive Learner
14,26,42,50,282,108,239,Visual Learner
13,1,14,60,289,428,277,Visual Learner
15,93,78,22,210,429,94,Auditory Learner
11,50,78,35,239,360,109,Comprehensive Learner
11,9,72,37,139,411,395,Comprehensive Learner
15,18,4,71,171,254,327,Visual Learner
13,79,82,55,193,364,301,Comprehensive Learner
9,12,87,38,116,309,249,Comprehensive Learner
11,47,28,92,169,317,276,Visual Learner
13,55,61,75,191,509,257,Visual Learner
14,71,59,81,55,118,251,Visual Learner
11,55,68,82,163,280,55,Visual Learner
8,49,21,99,144,593,252,Visual Learner
14,94,12,96,210,421,309,Visual Learner
10,44,49,68,176,112,357,Visual Learner
8,88,46,27,244,588,185,Auditory Learner
8,58,28,89,106,557,303,Visual Learner
14,38,79,20,124,214,172,Comprehensive Learner
13,20,99,61,247,549,383,Comprehensive Learner
12,54,16,22,81,137,336,Auditory Learner
15,56,19,20,204,233,354,Auditory Learner
14,40,77,74,62,379,48,Comprehensive Learner
16,92,5,15,161,91,81,Auditory Learner
10,69,21,61,36,351,57,Auditory Learner
12,81,8,96,256,581,341,Visual Learner
9,48,31,90,284,374,249,Visual Learner
12,43,87,64,265,326,323,Comprehensive Learner
12,34,32,79,213,481,332,Visual Learner
14,90,76,4,228,304,369,Auditory Learner
13,4,98,45,232,150,315,Comprehensive Learner
14,70,69,63,165,495,254,Auditory Learner
14,73,48,81,175,548,274,Visual Learner
17,73,29,40,236,73,187,Auditory Learner
12,50,15,97,84,345,89,Visual Learner
11,56,64,43,279,457,172,Comprehensive Learner
13,57,81,88,234,486,227,Visual Learner
11,91,85,97,221,420,112,Visual Learner
15,35,89,14,31,102,338,Comprehensive Learner
12,9,13,67,214,353,144,Visual Learner
11,49,55,50,191,404,331,Comprehensive Learner
12,98,36,53,78,301,271,Auditory Learner
14,98,48,67,119,114,140,Auditory Learner
12,36,77,88,280,501,298,Visual Learner
11,19,89,76,51,166,331,Comprehensive Learner
16,12,49,41,241,372,151,Comprehensive Learner
11,74,35,45,263,243,84,Auditory Learner
13,18,51,24,201,189,139,Comprehensive Learner
14,91,22,66,120,558,196,Auditory Learner
9,55,65,34,192,477,264,Comprehensive Learner
13,44,70,72,35,108,112,Visual Learner
10,59,44,77,273,379,108,Visual Learner
14,67,85,21,188,312,211,Comprehensive Learner
11,56,27,8,152,451,263,Auditory Learner
14,53,19,23,217,128,88,Auditory Learner
15,36,48,22,43,501,275,Comprehensive Learner
14,82,56,60,99,536,148,Auditory Learner
13,36,81,36,168,436,312,Comprehensive Learner
12,13,87,44,108,591,197,Comprehensive Learner
11,94,96,14,109,246,278,Comprehensive Learner
15,91,58,56,175,171,43,Auditory Learner
11,99,25,99,254,243,243,Solitary Learner
10,43,18,13,256,352,123,Auditory Learner
14,82,12,51,209,420,253,Auditory Learner
11,41,73,83,53,561,398,Visual Learner
11,0,61,35,128,366,101,Comprehensive Learner
10,22,13,26,299,145,97,Visual Learner
12,63,72,16,123,355,211,Comprehensive Learner
12,27,10,89,298,511,353,Visual Learner
13,3,66,40,176,230,291,Comprehensive Learner
14,40,11,3,51,415,367,Auditory Learner
14,59,34,2,31,519,176,Auditory Learner
12,17,38,18,132,338,277,Comprehensive Learner
12,62,31,40,65,311,45,Auditory Learner
14,60,13,39,80,67,314,Auditory Learner
15,48,64,57,172,379,125,Comprehensive Learner
13,46,26,38,46,210,187,Auditory Learner
12,38,100,6,106,435,103,Comprehensive Learner
11,88,59,35,152,424,194,Auditory Learner
10,81,42,82,203,499,174,Visual Learner
14,5,64,75,161,201,157,Visual Learner
14,82,54,19,292,79,63,Auditory Learner
14,52,92,75,300,71,303,Comprehensive Learner
12,75,87,28,237,181,362,Comprehensive Learner
15,24,80,93,255,484,50,Visual Learner
12,98,34,83,218,288,395,Auditory Learner
14,64,94,67,173,88,105,Comprehensive Learner
12,4,31,65,280,194,302,Visual Learner
11,64,18,46,274,160,63,Auditory Learner
14,7,94,93,47,435,358,Comprehensive Learner
13,38,38,22,232,370,367,Social Learner
13,42,19,5,233,499,180,Auditory Learner
13,81,27,17,31,516,270,Auditory Learner
12,72,2,52,83,259,127,Auditory Learner
17,4,31,21,195,184,155,Comprehensive Learner
